10;-54
10.4892;55
10.7429;218
10.7972;218
10.8697;272
10.924;218
10.9422;272
10.9603;272
11.1052;273
11.1234;273
11.232;219
11.2684;435
11.3769;220
11.4495;382
11.5219;274
11.5763;382
11.5944;328
11.6669;328
11.667;490
11.7031;328
11.7755;275
11.8118;275
11.8662;437
11.8843;383
11.9024;383
11.993;329
12.0111;329
12.1198;437
12.2104;384
12.2285;330
12.2467;492
12.2647;384
12.3191;384
12.3372;384
12.3916;492
12.4459;384
12.4821;438
12.5366;600
12.6452;385
12.6995;385
12.7357;385
12.8625;331
12.8808;547
13.0437;386
13.1343;386
13.1524;332
13.2249;440
13.2793;494
13.3336;387
13.5328;333
13.6235;441
13.714;388
13.7502;334
13.8046;496
13.8951;334
13.9132;334
13.9495;442
14.022;389
14.0582;335
14.1488;389
14.2031;335
14.2212;389
14.2394;443
14.3118;335
14.348;335
14.4386;336
14.4748;282
14.493;336
14.5473;282
14.5654;228
14.6017;336
14.656;282
14.6741;228
14.7646;229
14.819;229
14.8734;337
14.9096;283
15.0183;337
15.0907;230
15.1088;230
15.1814;338
15.2357;284
15.2901;338
15.3987;284
15.4349;230
15.4712;339
15.6342;231
15.7429;231
15.8154;232
15.8878;232
16.0146;178
16.0509;232
16.2139;179
16.2682;179
16.3226;179
16.377;287
16.4313;287
16.4675;233
16.54;287
16.5943;234
16.703;234
16.8298;180
16.8841;126
17.011;235
17.0834;181
17.1921;127
17.3008;128
17.4276;74
17.4819;74
17.5183;236
17.5364;290
17.5726;182
17.6451;290
17.6813;183
17.6994;129
17.8081;183
17.8624;129
17.9892;129
18.0435;76
18.1704;130
18.2609;76
18.3516;184
18.4059;131
18.5146;131
18.6052;131
18.6414;131
18.6957;131
18.8045;186
18.9131;132
18.9675;186
19.04;186
19.1667;133
19.2392;133
19.3117;133
19.4566;133
19.5472;242
19.674;188
19.7284;188
19.837;134
19.8914;189
19.9095;189
20.0544;135
20.2718;136
20.3625;244
20.3987;190
20.4349;136
20.616;83
20.7247;83
20.7248;191
20.8516;191
20.8878;191
20.924;137
20.9421;137
21.0689;138
21.1052;246
21.1777;192
21.232;138
21.395;139
21.4856;193
21.5581;193
21.5762;193
21.5943;193
21.6849;139
21.7574;248
21.8298;140
21.8479;194
21.8661;248
21.9566;140
22.0472;140
22.1378;141
22.2102;141
22.2283;141
22.3733;195
22.4639;195
22.5183;250
22.5726;196
22.6813;196
22.7356;196
22.8443;197
22.8987;197
23.0073;143
23.0255;251
23.1161;197
23.2429;198
23.2972;198
23.3697;198
23.4602;144
23.5146;144
23.587;145
23.6414;145
23.6957;145
23.8588;199
23.8769;145
23.9494;146
24.0037;146
24.1124;146
24.1486;146
24.3479;201
24.4023;147
24.4566;93
24.5109;93
24.5835;201
24.6922;202
24.7465;202
24.7646;148
24.8733;148
24.9638;40
25.1268;41
25.2175;203
25.2537;149
25.3443;149
25.3805;149
25.5798;150
25.6341;150
25.761;150
25.7972;151
25.8334;151
25.906;259
25.9421;151
25.9602;151
25.9965;151
26.069;205
26.1052;205
26.2138;98
26.232;152
26.2682;152
26.3226;206
26.4313;152
26.5037;152
26.54;206
26.54;314
26.6668;261
26.7212;261
26.7936;261
26.9567;262
27.0835;262
27.1197;208
27.174;208
27.2646;208
27.3009;209
27.4095;209
27.482;209
27.5907;263
27.7356;210
27.8443;210
27.8624;156
27.9349;264
27.9892;156
28.0798;157
28.1704;157
28.3697;211
28.4059;158
28.4784;158
28.6414;212
28.732;212
28.7864;213
28.8226;213
28.9313;213
29.04;159
29.0762;159
29.0943;159
29.1124;159
29.1306;213
29.2211;160
29.2936;160
29.3479;160
29.4385;160
29.511;161
29.674;161
29.7103;269
29.7646;215
29.8552;161
29.8734;323
29.9277;270
29.9639;270
30.1089;324
30.1813;270
30.2719;217
30.3262;217
30.3987;217
30.4893;217
30.5436;217
30.6342;218
30.7248;272
30.8335;218
30.8515;164
30.8697;164
30.9965;272
31.1052;219
31.1958;219
31.2683;273
31.3588;219
31.4313;166
31.5218;166
31.6306;220
31.7574;275
31.8661;275
31.9748;221
32.1197;276
32.2284;276
32.319;222
32.4639;276
32.5001;115
32.627;385
32.7357;385
32.79;169
32.935;278
33.1342;278
33.2067;224
33.2791;225
33.3335;225
33.424;225
33.4964;117
33.5871;226
33.5872;387
33.6055;657
33.6419;927
33.6423;1629
33.6601;1143
33.6779;549
33.6959;388
33.7321;388
33.8045;280
33.9313;280
33.9857;281
