0.2711;-53
0.723;56
1.0393;218
1.1071;218
1.1975;272
1.2653;219
1.2878;273
1.3104;273
1.4912;273
1.5138;273
1.6493;219
1.6945;435
1.8301;220
1.9205;382
2.0108;274
2.0786;382
2.1012;328
2.1916;490
2.2368;329
2.3272;275
2.3723;275
2.4401;437
2.4627;383
2.4853;383
2.5983;329
2.6209;329
2.7564;438
2.8694;384
2.892;330
2.9146;492
2.9372;384
3.005;384
3.0276;384
3.0953;492
3.1631;385
3.2083;439
3.2761;601
3.4117;385
3.4794;385
3.5246;385
3.6828;332
3.7054;548
3.9087;386
4.0217;386
4.0443;332
4.1347;441
4.2024;495
4.2702;387
4.5188;333
4.6317;442
4.7447;388
4.7899;334
4.8577;496
4.9706;334
4.9932;335
5.0384;443
5.1288;389
5.174;335
5.2869;389
5.3547;335
5.3773;389
5.3999;443
5.4903;336
5.5355;336
5.6484;336
5.6936;282
5.7162;336
5.784;282
5.8066;228
5.8518;336
5.9196;283
5.9422;229
6.0551;229
6.1229;229
6.1907;337
6.2359;283
6.3714;337
6.4618;230
6.4844;230
6.5748;338
6.6426;284
6.7103;338
6.8459;285
6.8911;231
6.9363;339
7.1396;231
7.2752;232
7.3656;232
7.4559;232
7.6141;178
7.6593;232
7.8626;179
7.9304;179
7.9982;179
8.066;287
8.1338;287
8.1789;233
8.2693;288
8.3371;234
8.4727;234
8.6308;180
8.6986;127
8.8568;235
8.9471;181
9.0827;128
9.2183;128
9.3764;74
9.4442;74
9.4894;236
9.512;290
9.5572;182
9.6475;291
9.6927;183
9.7153;129
9.8509;183
9.9187;129
10.0768;130
10.1446;76
10.3028;130
10.4157;76
10.5287;185
10.5965;131
10.732;131
10.845;131
10.8902;131
10.958;132
11.0935;186
11.2291;132
11.2969;186
11.3873;186
11.5454;133
11.6358;133
11.7262;133
11.9069;134
12.0199;242
12.178;188
12.2458;188
12.3814;135
12.4492;189
12.4718;189
12.6525;135
12.9236;136
13.0366;244
13.0818;190
13.127;136
13.3529;83
13.4885;191
13.6466;191
13.6918;191
13.737;138
13.7596;138
13.9178;138
13.9629;246
14.0533;192
14.1211;138
14.3244;139
14.4374;193
14.5278;193
14.5504;193
14.573;193
14.6859;140
14.7763;248
14.8667;140
14.8893;194
14.9119;248
