1.0081;143
2.0967;256
2.3143;364
2.4015;311
2.4667;365
2.5103;311
2.5756;366
2.6627;366
2.6844;420
2.7061;474
2.7278;582
2.7281;312
2.7717;259
2.8151;367
2.8369;367
2.8804;367
2.9893;367
3.0546;368
3.5336;370
3.6209;262
3.8168;317
3.969;479
4.078;318
4.1653;211
4.2086;373
4.3174;427
4.3394;266
4.6007;267
4.9707;376
5.0361;269
5.428;324
5.537;217
5.5803;433
5.6023;217
5.6459;217
5.7113;110
5.7765;218
5.8418;272
5.9506;273
5.9942;273
6.125;112
6.1466;220
6.1903;166
6.2339;58
6.2989;328
6.3208;220
6.5167;275
6.5822;168
6.6693;114
6.7128;168
7.2136;170
7.3006;225
7.3225;117
7.4531;171
7.5402;172
7.7423;-52
8.1569;121
8.1718;67
8.3461;-40
8.542;15
8.5854;123
8.6292;-93
8.6945;-39
8.8685;70
8.912;124
9.0208;232
9.0208;178
9.1297;179
9.2387;72
9.4347;19
9.4564;126
9.6088;73
9.7395;20
9.7831;20
9.8919;74
9.979;75
10.0225;75
10.0442;129
10.1749;129
10.4145;77
10.9805;133
11.0238;348
11.0893;187
11.3289;134
11.3725;81
11.5466;135
11.6773;136
12.1999;84
12.3303;246
12.4612;86
12.5918;86
12.7006;140
12.7878;87
12.8313;141
12.962;88
13.1144;88
13.1579;89
13.3974;90
13.5281;36
13.55;-17
13.7241;37
13.7894;91
13.9201;-16
13.9637;-16
14.0289;92
14.0506;146
14.116;93
14.2902;40
14.399;94
14.4862;40
14.5079;94
14.5297;95
14.6386;41
14.7257;42
14.7909;149
14.8999;-12
14.9216;96
15.0958;97
15.161;151
15.357;152
15.4005;152
15.4659;99
15.5748;99
15.6183;153
15.6402;45
15.6621;-62
15.749;1.00E+02
15.7708;1.00E+02
15.9015;47
16.0756;47
16.2498;102
16.4022;103
16.4457;157
16.5328;103
16.5983;-4
16.7506;104
16.9029;159
17.0989;106
17.2079;52
17.4038;53
17.5562;108
17.7304;55
17.7305;0.7
17.9917;110
18.1223;110
18.5578;112
18.5795;166
18.6666;112
18.7973;59
18.8844;113
18.906;221
19.1892;115
19.298;169
19.3416;169
19.3416;115
19.5374;278
19.5811;116
19.7118;117
19.9512;172
19.9948;118
20.0601;119
20.2561;119
21.1705;231
21.3448;70
21.5189;179
21.519;125
21.6278;125
21.7366;180
21.7803;72
21.9763;73
22.2376;74
22.4334;183
22.6294;184
22.7383;130
22.7599;238
22.8688;238
22.956;131
22.9996;131
23.1519;186
23.1955;132
23.3262;79
23.4785;187
23.5873;242
23.6309;188
23.6745;188
23.7396;350
23.805;296
23.8922;189
23.9141;135
23.9794;82
24.1317;190
24.2624;137
24.3279;29
